Year,Month,Day,Hour,Minute,Second,Sens_556_nm,Sens_414_nm,Temperature_C,Pressure_Pa,Altitude_m
2015,1,28,13,23,22,582,584,23.21875,91781,840.58398
2015,1,28,13,40,12,536,589,23.043751,91788,840.85345
2015,1,28,13,40,35,572,596,23.11875,91784,840.9433
2015,1,28,13,40,59,586,599,23.225,91783,840.31183
2015,1,28,13,55,32,533,580,24.35,91780,841.57483
2015,1,28,13,55,56,586,414,24.43125,91779,841.48499
2015,1,28,13,56,19,599,557,24.512501,91775,841.21283
2015,1,28,13,56,42,591,358,24.59375,91776,841.93414
2015,1,28,14,8,40,597,619,24.456249,91777,841.39514
2015,1,28,14,9,4,466,626,24.5,91776,840.67377
2015,1,28,14,9,29,603,625,24.56875,91779,841.12299
2015,1,28,14,9,52,555,616,24.65625,91781,840.9433
2015,1,28,14,10,17,604,604,24.775,91783,841.21283
2015,1,28,14,23,45,607,629,25.393749,91770,841.66467
2015,1,28,14,24,14,580,618,25.43125,91771,841.57483
2015,1,28,14,24,38,607,630,25.487499,91771,841.57483
2015,1,28,14,25,1,604,626,25.55625,91775,841.8443
2015,1,28,14,38,56,621,633,25.68125,91769,842.2063
2015,1,28,14,39,20,622,671,25.731251,91769,842.29614
2015,1,28,14,39,45,592,639,25.799999,91766,842.02661
2015,1,28,14,40,9,622,669,25.88125,91771,841.93414
2015,1,28,14,54,14,622,673,25.762501,91768,842.29614
2015,1,28,14,54,37,624,676,25.7875,91772,841.39514
2015,1,28,14,55,0,610,641,25.825001,91777,841.57483
2015,1,28,15,9,18,587,578,25.9375,91763,842.83783
2015,1,28,15,9,46,598,668,25.99375,91764,842.65814
2015,1,28,15,10,8,603,654,26.05625,91764,842.38599
2015,1,28,15,10,31,616,672,26.11875,91773,841.93414
2015,1,28,15,24,18,612,645,27.00625,91770,842.29614
2015,1,28,15,24,42,619,615,27.049999,91769,842.47583
2015,1,28,15,25,5,519,666,27.125,91769,841.21283
2015,1,28,15,25,28,505,587,27.231251,91773,842.11646
2015,1,28,15,25,51,609,607,27.35,91773,841.93414
2015,1,28,15,39,25,630,696,28.518749,91769,842.11646
2015,1,28,15,39,52,609,655,28.575001,91766,842.02661
2015,1,28,15,40,16,623,702,28.65,91770,842.2063
2015,1,28,15,40,39,619,721,28.700001,91766,842.02661
2015,1,28,15,41,5,638,724,28.762501,91767,842.11646
2015,1,28,15,54,34,628,674,29.625,91759,842.74799
2015,1,28,15,54,58,643,687,29.65,91760,842.83783
2015,1,28,15,55,29,648,719,29.6875,91762,842.92767
2015,1,28,15,55,55,647,732,29.7125,91764,842.29614
2015,1,28,15,56,20,583,721,29.731251,91765,842.47583
2015,1,28,15,56,46,638,707,29.74375,91764,842.11646
2015,1,28,16,8,17,466,677,29.512501,91764,842.56567
2015,1,28,16,8,42,604,700,29.487499,91765,842.11646
2015,1,28,16,9,7,493,642,29.487499,91762,842.29614
2015,1,28,16,9,29,642,525,29.487499,91758,843.1073
2015,1,28,16,22,29,624,677,29.40625,91758,843.19714
2015,1,28,16,22,52,621,562,29.43125,91756,843.28699
2015,1,28,16,23,16,616,629,29.49375,91750,843.37946
2015,1,28,16,23,39,617,509,29.53125,91765,842.92767
2015,1,28,16,37,47,630,691,29.2125,91763,843.19714
2015,1,28,16,38,10,400,555,29.24375,91758,843.1073
2015,1,28,16,38,35,631,591,29.262501,91756,843.4693
2015,1,28,16,38,59,626,700,29.3125,91757,843.28699
2015,1,28,16,39,23,630,701,29.36875,91765,842.92767
2015,1,28,16,53,16,634,667,29.893749,91744,844.10083
2015,1,28,16,53,39,609,694,29.90625,91741,844.19067
2015,1,28,16,54,2,634,689,29.9375,91747,844.10083
2015,1,28,16,54,23,634,705,29.987499,91743,844.72968
