Year,Month,Day,Hour,Minute,Second,Sens_556_nm,Sens_414_nm,Temperature_C,Pressure_Pa,Altitude_m
2015,1,27,16,56,35,604,734,30.25625,94717,579.39252
2015,1,27,16,57,6,630,742,30.34375,94725,578.42548
2015,1,27,16,57,35,643,693,30.4625,94719,579.1283
2015,1,27,16,58,0,655,715,30.575001,94720,579.30536
2015,1,27,17,11,26,651,753,31.2125,94708,579.30536
2015,1,27,17,11,50,654,747,31.21875,94713,580.18524
2015,1,27,17,12,14,659,750,31.25,94715,579.47974
2015,1,27,17,26,32,662,769,30.94375,94712,580.2724
2015,1,27,17,26,57,665,772,30.975,94712,579.30536
2015,1,27,17,27,27,659,488,31.018749,94710,580.0954
2015,1,27,17,41,33,669,734,31.4125,94690,582.1167
2015,1,27,17,41,59,600,689,31.418751,94691,581.76532
2015,1,27,17,42,35,664,742,31.49375,94707,581.32666
2015,1,27,17,43,7,667,773,31.581249,94700,581.50372
2015,1,27,17,56,44,677,787,31.581249,94708,580.18524
2015,1,27,17,57,15,682,791,31.612499,94697,580.88806
2015,1,27,17,57,41,610,787,31.65625,94699,581.94232
2015,1,27,18,12,47,681,790,31.69375,94711,580.88806
2015,1,27,18,13,13,683,783,31.737499,94710,581.06244
2015,1,27,18,13,41,588,537,31.793751,94698,581.50372
2015,1,27,18,14,10,674,789,31.875,94700,582.1167
2015,1,27,18,27,36,672,766,31.9375,94690,582.02954
2015,1,27,18,28,1,641,506,31.9625,94682,582.1167
2015,1,27,18,28,26,673,779,32,94688,581.94232
2015,1,27,18,28,52,577,774,32.03125,94681,582.6452
2015,1,27,18,29,26,653,772,32.106251,94685,582.73236
2015,1,28,1,46,51,0,6,26.81875,94577,592.05695
2015,1,28,12,52,51,527,462,27.81875,93369,697.5022
2015,1,28,12,53,16,474,463,27.887501,93376,697.94611
2015,1,28,12,53,51,525,478,27.956249,93374,698.4798
2015,1,28,13,8,47,525,483,29.2125,93391,697.5022
2015,1,28,13,9,15,534,499,29.25625,93380,696.79138
2015,1,28,13,9,42,528,499,29.31875,93386,697.14545
2015,1,28,13,24,51,548,517,28.762501,93387,698.39001
2015,1,28,13,25,15,549,539,28.8125,93382,698.03595
2015,1,28,13,25,37,549,525,28.86875,93368,698.12311
2015,1,28,13,40,12,549,544,30.21875,93366,698.39001
2015,1,28,13,40,45,481,436,30.30625,93377,697.76904
2015,1,28,13,41,24,434,548,30.4125,93367,699.10077
2015,1,28,13,42,0,560,550,30.575001,93379,697.94611
2015,1,28,13,53,36,551,564,30.725,93364,698.7467
2015,1,28,13,53,59,351,557,30.75,93363,699.36761
2015,1,28,13,54,25,558,566,30.8125,93364,698.03595
2015,1,28,14,8,41,581,587,31.637501,93358,699.28046
2015,1,28,14,9,5,580,594,31.668751,93358,699.36761
2015,1,28,14,9,29,580,550,31.737499,93359,699.45746
2015,1,28,14,24,28,576,519,32.90625,93362,699.63452
2015,1,28,14,24,55,441,372,32.9375,93355,699.90137
2015,1,28,14,25,20,575,590,32.956249,93355,700.25806
2015,1,28,14,25,46,582,596,32.993752,93348,700.08105
2015,1,28,14,39,29,545,615,33.9375,93349,700.43512
2015,1,28,14,39,58,595,604,33.956249,93360,698.92371
2015,1,28,14,40,22,588,503,34.006248,93363,699.63452
2015,1,28,14,40,51,565,638,34.049999,93358,699.45746
2015,1,28,14,41,20,619,640,34.125,93356,699.7243
2015,1,28,14,54,31,595,634,34.424999,93383,697.94611
2015,1,28,14,54,58,590,631,34.424999,93378,698.03595
2015,1,28,14,55,28,628,640,34.4375,93378,697.58936
2015,1,28,14,55,57,636,647,34.474998,93384,697.5022
2015,1,28,15,8,47,499,631,36.568748,93368,699.10077
2015,1,28,15,9,12,157,655,36.631248,93361,699.36761
2015,1,28,15,9,40,630,675,36.706249,93376,699.28046
2015,1,28,15,10,9,584,681,36.756248,93373,699.01355
2015,1,28,15,10,47,657,699,36.793751,93371,699.01355
2015,1,28,15,11,23,671,637,36.793751,93366,698.92371
2015,1,28,15,24,3,615,668,36.631248,93373,697.94611
2015,1,28,15,24,35,596,701,36.631248,93375,699.10077
2015,1,28,15,25,4,682,722,36.599998,93379,697.41235
2015,1,28,15,25,29,398,757,36.599998,93383,697.85626
2015,1,28,15,26,8,774,772,36.575001,93377,698.39001
2015,1,28,16,21,42,639,819,32.349998,91532,862.2453
